Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
3236,II,POTENTIAL,0,1.07,4.58,#N/A,#N/A,#N/A,5.33,4.67,5.67,#N/A
3237,III,POTENTIAL,B3,0.88,3.92,0,0,44,6.67,6.33,7,98.52
3238,III,POTENTIAL,B2,1.41,4.64,0,5,139,6.67,5.33,6.33,97.2
3239,III,POTENTIAL,B1,0.96,4.27,0,0,186,5.33,6,5,99.73
3240,II,POTENTIAL,C,1.57,4.84,0,2,85,6.33,5,6,#N/A
3241,II,POTENTIAL,B2,1.3,4.14,0,0,13,6.33,6,6,#N/A
3242,III,POTENTIAL,B3,1.29,4.44,1,0,213,7,6.67,6.67,97.05
3243,III,POTENTIAL,B2,0.93,4.11,1,1,174,5.67,6,6,96.28
3244,III,POTENTIAL,B2,1.25,3.73,0,0,191,6,4.67,5.67,99.27
3245,III,POTENTIAL,0,1.15,4.19,0,1,0,6,7,6.67,#N/A
3246,IV,POTENTIAL,B1,1.17,4.24,0,0,150,7,7,7,105.41
3247,III,POTENTIAL,0,1.23,4.06,0,0,29,4.33,5,5.33,#N/A
3248,V,POTENTIAL,B3,1.23,4.07,0,0,213,6.33,6.33,7,98.08
3249,III,POTENTIAL,0,0.71,3.05,0,0,1,6.67,3.67,7,#N/A
3250,V,POTENTIAL,B2,0.89,3.5,2,0,217,6,7,5.33,100.56
3251,III,POTENTIAL,0,0.69,2.65,0,0,3,6,7,7,#N/A
3252,III,POTENTIAL,B1,0.74,3.44,0,135,0,6,5.33,6,103.1
3253,IV,HIGH POTENTIAL,B2,0.61,2.9,0,1,11,5.67,6,6,103.14
3254,IV,POTENTIAL,B3,0.76,3.37,0,0,209,5.67,7,7,105.15
3255,IV,HIGH POTENTIAL,C,1.23,4.09,0,0,210,7,7,7,104.09
3256,IV,POTENTIAL,C,1.21,3.95,0,0,71,5.67,5.33,5.33,99.64
3257,II,POTENTIAL,B2,0.61,4.19,0,266,2,6,6.67,6.67,103.02
3258,II,POTENTIAL,B3,1,4.17,0,0,212,6,7,6,99.53
3259,I,POTENTIAL,0,1.19,3.71,0,0,150,7,7,6.33,95.37
3260,II,POTENTIAL,B3,0.9,4.09,0,20,132,5.33,6.67,6,100.59
3261,I,POTENTIAL,B2,1.03,4.54,1,7,118,6,5.67,6.33,#N/A
3262,II,POTENTIAL,B2,1.2,3.82,185,2,3,6.67,6.67,6.33,102.44
3263,II,HIGH POTENTIAL,B1,0.96,4.52,1,0,123,5.67,7,7,101.54
3264,II,POTENTIAL,B3,0.85,4.14,0,1,10,6.67,7,7,103
3265,IV,POTENTIAL,0,1.1,4.36,0,175,20,5.33,7,6,#N/A
3266,III,POTENTIAL,B2,0.95,4.07,0,1,62,7,6.33,7,#N/A
3267,III,POTENTIAL,C,1.38,4.31,0,1,190,7,7,7,97.01
3268,II,HIGH POTENTIAL,B2,1.18,4.61,0,50,104,6,6,6,99.73
3269,III,POTENTIAL,0,1.06,3.8,#N/A,#N/A,#N/A,6.67,6.67,7,#N/A
3270,III,POTENTIAL,B2,0.92,3.81,0,0,12,7,7,7,#N/A
3271,III,POTENTIAL,B1,1.18,4.15,0,1,214,7,7,7,97.69
3272,IV,POTENTIAL,C,1.17,4.16,0,0,176,5,4,5,96.76
3273,III,POTENTIAL,B3,1.17,4.19,5,2,153,5,5,5,99.35
3274,III,POTENTIAL,B2,1.16,4,0,1,202,6,6.67,6.33,99.72
3275,III,POTENTIAL,B3,0.99,3.61,0,0,74,6,6,6,#N/A
3276,III,POTENTIAL,B3,1.08,4.06,0,1,142,6,5,5,99.73
3277,III,POTENTIAL,B2,1.02,4.47,0,62,45,7,6,6.33,97.31
3278,IV,POTENTIAL,B3,1.32,3.93,3,2,106,5.33,6,5,97.33
3279,III,POTENTIAL,B1,1.08,4.26,0,1,223,5,5,5,98.47
3280,III,POTENTIAL,B3,1.28,4.52,0,0,222,6.67,6.33,6,99.63
3281,IV,POTENTIAL,B3,0.84,3.72,0,6,192,7,7,6,106.3
3282,II,POTENTIAL,B1,0.82,4.08,0,0,177,6,6,6,96.95
3283,III,POTENTIAL,0,0.81,3.8,#N/A,#N/A,#N/A,4.33,3.67,5,#N/A
3284,III,POTENTIAL,0,1.24,4.35,#N/A,#N/A,#N/A,7,7,7,#N/A
3285,III,POTENTIAL,0,1.38,4.69,0,3,29,6,4,7,#N/A
3286,III,HIGH POTENTIAL,B1,1.4,4.28,0,0,150,7,6.67,7,103.18
3287,III,POTENTIAL,B3,1.08,4.18,0,1,152,6,6,6,101
3288,II,HIGH POTENTIAL,B2,1.31,4.07,0,1,121,5.33,5,5.67,107.09
3289,I,HIGH POTENTIAL,B2,0.79,3.84,0,1,4,6.33,7,7,102.39
3290,II,POTENTIAL,B1,0.07,2.93,11,0,97,6,6,6,89.18
3291,III,POTENTIAL,B2,1.17,3.97,0,194,0,5,5,5,110.66
3292,II,POTENTIAL,B1,0.22,3.04,0,1,175,6.67,6,6,89.18
3293,II,VERY HIGH POTENTIAL,B1,1.09,4.21,0,0,85,5.33,5,5,105.39
3294,III,POTENTIAL,B3,1.05,3.53,0,7,175,5.67,7,7,99.16
3295,I,VERY HIGH POTENTIAL,B3,1.21,4.69,1,0,157,5.67,5.67,6,104.33
3296,III,POTENTIAL,B2,0.9,3.88,0,2,180,5.33,5.33,6,100.01
3297,III,HIGH POTENTIAL,B2,0.89,4.18,0,1,184,6.33,4,6,103.01
3298,IV,POTENTIAL,B2,1.06,3.38,0,145,0,4.33,4.67,4.67,99.7
3299,III,POTENTIAL,B1,1.35,4.03,0,3,186,7,7,6.67,101.47
3300,III,POTENTIAL,B3,1.12,4.03,0,0,226,7,7,7,96.18
3301,III,POTENTIAL,B2,1.17,4.31,0,10,7,6,6.67,6.33,103.02
3302,III,POTENTIAL,B2,0.87,3.28,0,0,2,5.67,5,6,#N/A
3303,IV,POTENTIAL,0,1.15,3.92,#N/A,#N/A,#N/A,5.33,5.67,6,#N/A
3304,II,POTENTIAL,B1,0.78,4.1,0,0,125,6,5.67,6,105.34
3305,III,POTENTIAL,B3,1.44,4.38,0,5,0,6,6.33,6.33,103.12
3306,II,POTENTIAL,B2,1.43,4.62,0,0,170,7,7,7,101.22
3307,III,POTENTIAL,B2,1.18,4.49,13,161,1,6,6,6,103.09
3308,IV,HIGH POTENTIAL,B3,1.26,4.39,1,1,198,5,5,5,96.37
3309,II,HIGH POTENTIAL,0,1.45,4.45,0,3,5,7,6.33,7,#N/A
3310,III,POTENTIAL,B1,1.16,3.99,0,6,65,6,6,6,102.4
3311,I,VERY HIGH POTENTIAL,B2,1.36,4.25,0,0,83,7,6.67,7,98.97
3312,I,POTENTIAL,B2,1.55,4.73,0,70,1,6,5.67,6,99.63
3313,I,POTENTIAL,B3,1.05,3.87,0,0,5,6.67,6,6.67,96.35
3314,I,POTENTIAL,B2,1.62,4.6,0,0,44,6.67,7,6.67,106.76
3315,III,POTENTIAL,B1,1.22,4.16,0,3,192,5.67,6.33,5.67,109.58
3316,II,POTENTIAL,B2,1.04,3.77,0,1,42,5,5,5,107.09
3317,II,POTENTIAL,C,1.54,4.87,0,5,207,7,7,7,93.36
3318,I,POTENTIAL,B1,0.43,3.37,0,0,9,6,6,5.67,89.43
3319,II,POTENTIAL,B2,1.08,4.35,0,2,1,6,6.67,6,98.11
3320,I,VERY HIGH POTENTIAL,0,1.47,4.12,#N/A,#N/A,#N/A,7,7,7,#N/A
3321,III,POTENTIAL,B2,1.29,4.19,1,204,1,6.67,7,6.67,101.12
3322,III,POTENTIAL,B2,1.13,4.03,0,1,224,5.67,6.33,5.67,98.15
3323,II,POTENTIAL,B1,1.34,4.3,0,0,177,6,6,6.67,102.12
3324,III,POTENTIAL,B2,1.38,4.56,0,0,95,6.33,7,7,96.76
3325,III,POTENTIAL,B2,1.03,4.48,0,0,146,7,6.67,7,90
3326,III,POTENTIAL,B1,1.29,4.48,0,0,183,5.67,6,7,101.25
3327,II,POTENTIAL,0,1.13,4.46,0,0,10,6.33,6,7,#N/A
3328,II,POTENTIAL,B2,1.12,4.19,0,0,184,6,7,7,92.85
3329,II,POTENTIAL,B3,0.68,4.19,0,1,43,6.33,7,6.33,103.34
3330,III,POTENTIAL,B3,1.11,4.58,0,230,0,6.67,6.67,7,99.81
3331,IV,POTENTIAL,B3,1.08,3.48,0,3,202,5.67,6,6,98.52
3332,III,POTENTIAL,0,1.36,4.13,0,0,15,6.67,6,7,#N/A
3333,III,POTENTIAL,B1,1.35,4.04,0,109,116,6.33,6.67,6.67,101.38
3334,III,POTENTIAL,B1,1,4.2,0,2,238,6.33,7,7,98.47
3335,IV,POTENTIAL,C,0.84,3.53,0,81,99,5,5,5,103.05
3336,III,POTENTIAL,B3,1.37,4.42,0,0,189,6,6.67,6.67,99.29
3337,IV,POTENTIAL,B1,1.19,4.19,0,201,0,5,5,5,96.96
3338,III,POTENTIAL,B2,0.35,2.84,0,1,189,6,6,6.33,#N/A
3339,III,POTENTIAL,B2,1.08,4.19,170,0,0,1,5,1,96.03
3340,II,POTENTIAL,B2,0.88,4.43,0,3,53,5,5,5,92.55
3341,II,POTENTIAL,B2,0.6,4.29,0,138,50,7,7,7,106.31
3342,III,POTENTIAL,B2,0.66,3.58,0,1,153,6,6.33,7,96.21
3343,IV,HIGH POTENTIAL,B1,1.32,4.58,0,0,169,7,6.33,7,102.07
3344,III,POTENTIAL,B2,1.33,4.05,0,168,32,6,6,6,99.67
3345,II,POTENTIAL,0,1.05,3.93,6,81,37,6.33,6,7,109.58
3346,III,POTENTIAL,B2,1.48,4.51,0,2,228,5.33,5,5.33,101.82
3347,I,POTENTIAL,B3,0.84,4.3,0,10,25,5.67,5.67,6,102.9
3348,II,POTENTIAL,B2,1.28,4.22,0,19,0,5.33,5,5.67,102.54
3349,III,POTENTIAL,B2,1.25,3.91,0,0,214,6.33,6.67,7,99.27
3350,IV,POTENTIAL,B3,0.95,3.91,0,0,175,7,7,7,98.86
3351,II,VERY HIGH POTENTIAL,B2,0.93,4.03,0,0,65,6,6,6,104.28
3352,III,POTENTIAL,B2,1.29,4.44,0,2,198,6.33,6,6,103.01
3353,IV,POTENTIAL,B2,1.42,4.48,1,2,197,7,7,7,96.96
3354,III,POTENTIAL,B2,1.07,4.39,0,50,31,6.67,6,6,#N/A
3355,I,VERY HIGH POTENTIAL,B2,1.69,4.59,0,4,0,6.33,6,6,100.77
3356,III,POTENTIAL,B1,0.98,3.97,0,2,3,7,6.67,7,97.53
3357,III,HIGH POTENTIAL,C,1.09,4.67,0,0,159,6,6,6,99.03
3358,III,POTENTIAL,B2,1.21,4.17,0,1,15,7,7,7,103
3359,III,POTENTIAL,B2,1.22,4.24,0,0,206,6.33,6.67,6.33,97.27
3360,IV,POTENTIAL,B1,1.19,3.62,0,0,2,5.33,5.67,6,103.02
3361,II,POTENTIAL,B3,0.87,4.04,0,0,167,6,6.33,7,103.3
3362,III,POTENTIAL,B3,1.12,4.01,1,0,227,6.67,6.67,7,103.01
3363,V,POTENTIAL,B1,1.28,4.1,0,4,233,7,7,7,97.27
3364,V,POTENTIAL,B3,1.23,3.84,0,1,119,6.33,7,6,100.42
3365,IV,POTENTIAL,B2,1.34,4.57,0,2,218,5,5,5,104.97
3366,III,POTENTIAL,B3,1.23,4.18,0,0,196,5,5,5,103.18
3367,IV,VERY HIGH POTENTIAL,B3,1.44,4.19,0,4,72,5,5,5,96.12
3368,IV,POTENTIAL,C,0.94,3.88,21,1,52,7,6.67,7,96.37
3369,III,POTENTIAL,B3,0.95,3.97,1,0,168,6.33,6.67,6.67,97.13
3370,IV,POTENTIAL,B2,1.11,3.43,4,0,153,6,6,6,103.17
3371,V,POTENTIAL,B2,1.33,3.8,3,4,154,6.33,6.67,7,97.03
3372,IV,POTENTIAL,B2,1.05,4.28,0,0,205,6.67,7,6,97.27
3373,V,POTENTIAL,B1,1.27,3.78,1,0,164,5.33,6.67,7,96.15
3374,V,POTENTIAL,B3,0.85,3.69,0,0,183,5,7,6.33,97.07
3375,IV,HIGH POTENTIAL,C,1.54,4.54,3,2,205,7,7,7,97.07
3376,IV,POTENTIAL,B1,0.6,3.58,1,2,183,7,7,7,100.18
3377,IV,POTENTIAL,C,1.26,4.42,0,0,171,7,7,7,97.32
3378,IV,POTENTIAL,B2,1.22,4.29,0,1,160,6.67,7,6,97.79
3379,III,POTENTIAL,B1,1.28,3.6,2,3,168,6,7,6,100.02
3380,IV,POTENTIAL,B2,1.46,3.44,0,0,231,5,5.67,5.67,96.52
3381,IV,POTENTIAL,B2,1.34,4.6,0,1,247,6.33,7,7,102.52
3382,IV,POTENTIAL,B1,1.07,4.23,0,1,226,5.67,6,5.33,99.04
3383,V,POTENTIAL,B3,1.36,3.7,0,2,183,7,7,7,97.69
3384,II,POTENTIAL,B2,0.31,3.51,#N/A,#N/A,#N/A,6,6,6,#N/A
3385,V,POTENTIAL,B2,1.28,3.94,0,0,170,6.67,6,7,97.79
3386,V,POTENTIAL,B1,1.05,3.62,0,0,155,7,7,7,#N/A
3387,III,POTENTIAL,B1,1.36,3.24,0,1,51,6.67,5.67,6.67,#N/A
3388,V,POTENTIAL,B1,1.28,3.42,1,1,170,5.67,5.67,6.33,96.34
3389,V,POTENTIAL,C,0.99,3.08,1,3,188,5.33,6.33,6,98.05
3390,V,POTENTIAL,B2,0.76,3.06,1,0,161,5,5,5,97.11
3391,IV,POTENTIAL,B2,1.44,4.22,0,14,160,6.67,7,7,97.1
3392,V,POTENTIAL,B2,1.07,3.92,0,0,193,6.33,6.33,7,98.85
3393,IV,POTENTIAL,B2,1.27,3.89,1,4,172,6.33,6.67,6,99.73
3394,V,POTENTIAL,B1,1.41,3.83,0,1,181,6.67,6,7,96.18
3395,V,POTENTIAL,B2,0.3,3.6,0,1,179,7,7,7,97.07
3396,IV,POTENTIAL,B3,1.27,3.99,1,35,65,7,7,7,90.53
3397,V,POTENTIAL,B2,1.29,4.17,1,1,155,6,7,6.33,98.15
3398,IV,HIGH POTENTIAL,B2,1.07,4.21,0,0,210,7,7,7,98.15
3399,IV,POTENTIAL,C,0.82,3.97,0,0,221,5.33,6,5.33,97.76
3400,V,POTENTIAL,C,0.99,3.26,0,2,235,5.67,5,5,103.01
3401,V,POTENTIAL,B2,1.44,4.03,10,205,1,5.67,6,7,92.32
3402,V,POTENTIAL,B1,1.22,4.06,2,161,49,5,6.67,7,98.74
3403,V,POTENTIAL,A,1.41,4.21,0,0,169,5,5,5,96.18
3404,V,POTENTIAL,C,-0.17,1.85,0,12,201,6,6.33,6.33,102.35
3405,III,VERY HIGH POTENTIAL,B1,1,4.09,0,0,26,5.67,4.33,6.33,#N/A
3406,IV,POTENTIAL,B3,1.45,4.16,0,31,157,7,7,7,96.52
3407,V,POTENTIAL,B3,0.96,3.5,0,1,199,7,6.67,7,98.05
3408,IV,POTENTIAL,B1,0.92,4.05,0,4,207,6.67,7,7,103.06
3409,V,POTENTIAL,B3,0.74,3.13,0,0,181,5.33,7,6.67,103.01
3410,V,POTENTIAL,B3,1.49,3.66,1,1,179,4.67,6.33,5.33,103.68
3411,V,POTENTIAL,B2,0.98,3.64,6,33,155,6,5.33,6,97.94
3412,V,POTENTIAL,B3,1.11,4.18,0,0,209,6,6.33,7,98.02
3413,V,POTENTIAL,C,1.08,3.73,0,0,224,6,7,7,97.79
3414,V,POTENTIAL,B1,0.98,4.3,1,6,216,5.67,6.67,6.67,98.09
3415,III,POTENTIAL,B2,1.37,4.09,0,2,233,5.33,5.67,5.33,101.49
3416,V,POTENTIAL,B2,1.1,3.31,0,0,175,6,6.33,6,97.07
3417,V,POTENTIAL,B2,1.23,3.85,0,20,115,7,7,7,100.21
3418,VI,POTENTIAL,B2,0.9,3.66,0,7,160,7,7,7,100.64
3419,V,POTENTIAL,B3,1.12,3.56,0,0,181,5.33,6,5.67,98.82
3420,IV,POTENTIAL,B2,0.75,3.18,0,82,133,4.67,7,6.67,96.83
3421,V,POTENTIAL,B1,1.31,3.93,0,0,173,5,6.33,6,96.16
3422,V,POTENTIAL,B2,1.03,3.38,0,2,209,5.67,6,6.33,99.54
3423,V,POTENTIAL,C,1.05,3.72,0,1,201,5,5,6,100.75
3424,V,POTENTIAL,B2,0.64,3.98,0,24,186,5.33,6.33,6,96.61
3425,V,POTENTIAL,B3,1.07,3.7,0,0,43,5.67,6,5.33,99.45
3426,V,POTENTIAL,B2,1.05,3.33,1,0,166,7,7,7,99.27
3427,V,POTENTIAL,C,0.82,2.93,2,1,218,5,5.67,5.33,99.27
3428,V,POTENTIAL,B3,1.16,3.63,0,1,173,3.67,5.67,5.67,99.27
3429,IV,POTENTIAL,0,1.3,4.07,0,0,58,7,6.67,6.67,#N/A
3430,IV,POTENTIAL,B2,1.1,4.1,0,1,144,5,4.33,5,97.69
3431,IV,POTENTIAL,B1,1.17,3.68,0,0,206,6.67,7,7,98.13
3432,IV,POTENTIAL,B1,1.22,4.21,0,2,172,6.33,6.67,6.33,99.16
3433,IV,POTENTIAL,B1,1.17,4.44,0,3,251,6.67,7,7,103.01
3434,V,POTENTIAL,B2,1,3.91,0,3,222,7,5.67,7,103.43
3435,IV,POTENTIAL,B3,0.54,3.22,69,2,66,5.33,5,5.67,103.41
3436,IV,POTENTIAL,B1,1.26,3.93,1,0,228,6,7,6.67,103.01
3437,V,POTENTIAL,B2,0.56,3.77,0,152,70,3.33,7,7,103.6
3438,IV,POTENTIAL,B2,1.36,4.25,1,1,188,5.67,6.67,6.33,96.43
3439,V,POTENTIAL,B1,0.08,2.27,0,147,25,6.67,6.67,7,103.01
3440,V,POTENTIAL,B3,0.88,3.63,0,0,228,5,4,5.67,100
3441,IV,POTENTIAL,B3,0.98,3.52,0,3,172,5,5,5.33,98.03
3442,IV,POTENTIAL,B1,1.04,3.87,0,0,162,7,7,7,103.03
3443,IV,POTENTIAL,B2,1.17,3.43,1,1,173,6,6.67,6.67,96.18
3444,IV,POTENTIAL,B2,1.37,3.66,0,0,174,6.67,5.67,6.67,103.07
3445,V,POTENTIAL,B3,1.23,3.42,0,24,171,6.33,6.33,6.33,97.39
3446,IV,POTENTIAL,B2,1.5,3.84,0,0,228,6.33,6.33,6.33,96.69
3447,IV,POTENTIAL,B3,1.09,4.06,0,0,233,6,5.67,5.67,96.77
3448,IV,VERY HIGH POTENTIAL,B2,1.13,3.62,1,5,185,6.33,7,7,103.1
3449,V,POTENTIAL,B2,1.41,3.81,0,0,220,5.67,6,5.33,97.79
3450,IV,POTENTIAL,B1,1.19,4.08,0,149,2,5.67,6.67,6,102.4
3451,III,POTENTIAL,B1,0.83,4,0,0,1,6,5,5,90.3
3452,V,POTENTIAL,C,1.21,3.49,1,1,196,5,5,5,96.48
3453,IV,POTENTIAL,B3,1.37,3.34,0,0,199,5,7,7,#N/A
3454,IV,POTENTIAL,B3,1.15,3.73,1,4,229,5.67,6.67,7,97.36
3455,V,POTENTIAL,C,1.49,4.39,0,6,181,5.33,6,6,103.2
3456,IV,POTENTIAL,C,0.52,3.06,0,7,168,5,6,6,103.1
3457,V,POTENTIAL,B1,1.07,3.22,0,3,202,6,7,7,97.36
3458,V,POTENTIAL,B2,1.2,3.74,0,0,216,6.67,6,7,96.18
3459,V,POTENTIAL,B3,1.47,3.8,0,1,182,5,6,6,97.1
3460,V,HIGH POTENTIAL,B3,1.1,3.58,0,7,195,7,6.67,7,98.05
3461,V,POTENTIAL,B3,0.94,3.13,0,0,250,6.67,5.33,7,97.85
3462,IV,POTENTIAL,B2,0.93,4.24,0,4,190,5.33,5,5,97.13
3463,V,POTENTIAL,B3,1.14,3.83,0,9,153,7,7,7,97.79
3464,II,POTENTIAL,0,0.94,3.86,0,0,200,6,5.67,6.33,94.69
3465,V,POTENTIAL,B2,1.09,3.64,0,8,207,5.33,6.67,6.33,104.86
3466,II,POTENTIAL,0,0.74,3.76,1,0,154,6,6,6,#N/A
3467,I,POTENTIAL,B2,1.29,4.17,0,1,2,6.33,7,7,98.99
3468,IV,POTENTIAL,B2,1.15,3.43,0,2,199,7,7,7,106.33
3469,V,POTENTIAL,0,0.28,2.75,#N/A,#N/A,#N/A,5,3.67,6,#N/A
3470,IV,POTENTIAL,0,1.35,3.79,#N/A,#N/A,#N/A,6.33,6,6.67,#N/A
3471,III,POTENTIAL,0,0.87,4.16,#N/A,#N/A,#N/A,5.67,5.67,5.67,#N/A
3472,III,POTENTIAL,0,0.18,3.45,5,18,1,5,4.33,5.33,#N/A
3473,IV,POTENTIAL,0,0.77,3.89,#N/A,#N/A,#N/A,5,5,5.33,#N/A
3474,VI,POTENTIAL,0,0.79,3.13,0,0,226,6.67,6.67,7,#N/A
3475,IV,POTENTIAL,0,1.07,3.94,0,34,45,5.33,7,6,#N/A
3476,IV,POTENTIAL,0,0.34,3.44,0,22,42,7,6.67,7,#N/A
3477,IV,POTENTIAL,0,0.78,3.64,#N/A,#N/A,#N/A,5,5,5,#N/A
3478,V,POTENTIAL,0,0.2,2.48,0,8,182,5,6.33,6.33,#N/A
3479,VI,POTENTIAL,0,0.54,2.91,#N/A,#N/A,#N/A,5,5,5,#N/A
3480,III,POTENTIAL,0,0.74,3.07,0,4,3,5.33,3.67,4,#N/A
3481,IV,POTENTIAL,0,1.91,4.02,0,0,3,7,6.67,7,#N/A
3482,,POTENTIAL,0,1.17,3.89,#N/A,#N/A,#N/A,7,7,7,#N/A
3483,,POTENTIAL,0,0.74,2.83,#N/A,#N/A,#N/A,6,7,6,#N/A
3484,,POTENTIAL,0,0.96,3.77,#N/A,#N/A,#N/A,6,6,6,#N/A
3485,,POTENTIAL,0,0.69,3.16,#N/A,#N/A,#N/A,6.67,7,7,#N/A
3486,,POTENTIAL,0,1.05,2.88,#N/A,#N/A,#N/A,5.33,6.67,5.67,#N/A
3487,V,POTENTIAL,0,0.7,3.29,#N/A,#N/A,#N/A,5,5.33,6,#N/A
3488,V,POTENTIAL,0,0.91,3.63,#N/A,#N/A,#N/A,5,5,6,#N/A
3489,II,POTENTIAL,0,0.89,4.1,0,0,59,6,7,6,#N/A
3490,IV,POTENTIAL,0,1,3.08,0,39,19,4.33,4.33,4.67,#N/A
3491,IV,POTENTIAL,0,1.17,3.71,0,5,76,5,5.67,6,#N/A
3492,III,POTENTIAL,0,1.06,3.86,0,0,65,5.67,6,7,#N/A
3493,III,POTENTIAL,0,0.88,2.99,5,38,1,5,6.67,6,#N/A
3494,VI,POTENTIAL,0,0.28,2.65,0,0,181,6.33,7,6.67,#N/A
3495,VII,POTENTIAL,0,1.62,3.61,1,0,126,6.33,6,6.67,#N/A
3496,V,POTENTIAL,0,1.55,4.22,0,0,14,5,5,6.33,#N/A
3497,IV,POTENTIAL,0,1.15,4.24,0,27,117,6,6,6.67,#N/A
3498,IV,POTENTIAL,B2,1.27,3.87,0,0,181,5.67,4.67,7,104.63
3499,IV,POTENTIAL,B3,1.31,3.79,9,24,149,6.33,7,6,90.53
3500,IV,POTENTIAL,B1,1.39,3.68,0,0,294,7,7,7,96.69
3501,III,POTENTIAL,B3,1.2,4.15,0,8,191,5,4.33,5,97.13
3502,II,POTENTIAL,B3,1.22,4.53,1,55,159,7,7,7,99.73
3503,IV,POTENTIAL,B2,0.97,2.73,0,27,171,5.67,5,6.33,99.73
3504,IV,POTENTIAL,B2,1.08,3.9,0,1,155,5,5,5,96.18
3505,IV,POTENTIAL,B2,1.31,4.12,0,2,216,5,5,5,97.13
3506,III,POTENTIAL,0,1.22,4.33,#N/A,#N/A,#N/A,7,7,7,#N/A
3507,III,POTENTIAL,C,1.04,3.73,0,0,166,6.33,7,7,95.42
3508,III,POTENTIAL,C,1.7,3.9,4,9,120,5.33,7,6,103.14
3509,IV,POTENTIAL,B3,1.37,4.04,0,128,0,6.67,6.67,6,101.25
3510,IV,POTENTIAL,B3,1.06,4.2,0,0,179,7,7,7,100.92
3511,IV,POTENTIAL,B2,1.32,3.72,0,0,215,5,6,6,96.43
3512,III,POTENTIAL,B2,1.27,4.56,2,2,169,4.67,2.67,6.67,97.27
3513,III,HIGH POTENTIAL,B2,1.05,4.18,0,0,213,7,7,7,103.38
3514,III,POTENTIAL,C,0.97,3.51,0,0,194,7,7,7,99.11
3515,II,POTENTIAL,B2,1.03,4.38,1,2,197,6.33,6,6.67,100.7
3516,II,POTENTIAL,B1,1.36,4.52,0,0,59,7,7,7,100.36
3517,III,POTENTIAL,B1,0.95,3.94,0,0,191,5,6,5,99.04
3518,I,POTENTIAL,B3,1.81,4.63,0,29,0,5.67,6,6,101.23
3519,I,VERY HIGH POTENTIAL,0,1.06,4.02,#N/A,#N/A,#N/A,7,6.33,7,#N/A
3520,III,POTENTIAL,B2,1.08,4.18,0,21,193,6.33,7,6.67,101.25
3521,IV,POTENTIAL,B2,0.98,4.11,0,11,166,5.67,6.33,5.33,97.07
3522,III,POTENTIAL,C,1.22,4.21,13,1,156,6.67,7,7,100.58
3523,III,POTENTIAL,0,1.11,4.19,0,0,36,5,5,5,#N/A
3524,IV,POTENTIAL,A,1.3,4.07,4,152,54,6.67,7,6.67,106.24
3525,IV,POTENTIAL,B2,1.44,3.92,1,73,102,6.33,6,6.67,96.18
3526,III,POTENTIAL,B3,0.5,3.57,0,0,150,6.67,7,6,96.85
3527,IV,POTENTIAL,B2,1.43,4.2,0,3,145,7,7,7,97.69
3528,II,POTENTIAL,B1,1.18,4.23,0,0,195,6.33,7,7,99.73
3529,IV,POTENTIAL,B1,1.44,4.64,0,0,177,7,7,7,98.15
3530,IV,POTENTIAL,B1,0.39,3.13,1,1,180,6,6,6,103.76
3531,IV,POTENTIAL,B2,1.32,4.37,1,183,33,6.67,6,6,100.62
3532,III,POTENTIAL,B1,1.19,4.35,0,10,178,7,7,7,97.06
3533,III,POTENTIAL,B2,1.27,3.88,1,5,175,6.33,7,6.67,106.38
3534,III,POTENTIAL,B2,0.75,3.72,0,0,179,6.67,6,6.33,99.73
3535,IV,POTENTIAL,B2,1.15,3.35,0,0,196,5.67,5,5,103.13
3536,III,POTENTIAL,B3,1.29,4.36,0,2,105,6.67,7,7,99.71
3537,III,POTENTIAL,B3,0.86,3.58,1,1,210,7,7,7,106.39
3538,II,HIGH POTENTIAL,B3,0.8,4.2,2,11,5,6.67,6,7,#N/A
3539,III,POTENTIAL,0,1.25,3.49,#N/A,#N/A,#N/A,5.67,6,6,#N/A
3540,IV,POTENTIAL,B2,1.23,3.47,1,4,190,7,7,7,99.73
3541,IV,POTENTIAL,B2,0.98,3.58,0,1,12,7,7,7,99
3542,III,HIGH POTENTIAL,B2,1.16,4.26,0,0,197,7,7,7,103.01
3543,III,HIGH POTENTIAL,B1,1.28,4.29,0,16,6,6,5,5.67,99.38
3544,III,POTENTIAL,B2,1.37,4.34,11,2,198,5.33,6,6,105.96
3545,II,HIGH POTENTIAL,B2,1.25,4.64,0,2,263,7,7,6.67,98.03
3546,III,POTENTIAL,B2,0.91,3.9,0,1,215,5,5,6,103.06
3547,IV,HIGH POTENTIAL,B1,0.79,3.33,0,3,0,5,4.33,5,103.01
3548,II,HIGH POTENTIAL,0,0.09,3.1,0,0,4,6.67,7,7,#N/A
3549,III,POTENTIAL,B3,0.62,2.79,0,0,142,6.67,7,6.67,101.3
3550,III,POTENTIAL,B2,0.55,3.23,0,0,175,5,5,5,104.26
3551,III,HIGH POTENTIAL,B2,1.08,4.28,2,44,39,6.67,5.67,7,103.37
3552,III,POTENTIAL,B3,0.85,3.71,0,35,43,6,6,6,104.95
3553,III,POTENTIAL,B2,1.1,4.04,0,0,231,6.33,6.33,7,103.17
3554,III,HIGH POTENTIAL,C,1.03,4.12,1,0,156,6,6,6.67,103.43
